profile_key,city,num_days,solver,num_candidates,total_relevance,avg_relevance,num_activities_included,real_overrun_day_rate,real_overrun_min_avg,idle_minutes_per_day,stops_per_day,solve_time_ms
couple_generalist,Madrid,2,toptw,120,11.2031,0.659,17,0.0,0.0,81.9,8.5,1329
couple_generalist,Madrid,4,greedy,80,16.1701,0.6738,24,0.0,0.0,29.4,6.0,1975
couple_generalist,Madrid,4,toptw,20,15.675,0.6531,24,0.0,0.0,59.2,6.0,1015
couple_generalist,Madrid,4,toptw,40,15.0267,0.683,22,0.0,0.0,90.0,5.5,598
couple_generalist,Madrid,4,toptw,60,17.8991,0.6629,27,0.0,0.0,68.1,6.75,390
couple_generalist,Madrid,4,toptw,80,19.5637,0.6521,30,0.0,0.0,40.2,7.5,404
couple_generalist,Madrid,4,toptw,100,18.1084,0.6467,28,0.0,0.0,35.8,7.0,1291
couple_generalist,Madrid,4,toptw,120,18.8711,0.6507,29,0.0,0.0,55.6,7.25,1425
senior_solo_culture,Porto,2,greedy,80,11.6923,0.6878,17,0.0,0.0,10.4,8.5,2627
senior_solo_culture,Porto,2,toptw,20,13.9814,0.7767,18,0.0,0.0,80.5,9.0,2552
senior_solo_culture,Porto,2,toptw,40,13.8682,0.7705,18,0.0,0.0,78.8,9.0,250
senior_solo_culture,Porto,2,toptw,60,14.2112,0.7106,20,0.0,0.0,46.2,10.0,895
senior_solo_culture,Porto,2,toptw,80,12.7854,0.7521,17,0.0,0.0,90.1,8.5,1009
senior_solo_culture,Porto,2,toptw,100,13.1441,0.7302,18,0.0,0.0,90.1,9.0,12510
senior_solo_culture,Porto,2,toptw,120,13.7581,0.7241,19,0.0,0.0,79.2,9.5,2580
senior_solo_culture,Porto,4,greedy,80,21.7112,0.6203,35,0.0,0.0,34.8,8.75,5634
senior_solo_culture,Porto,4,toptw,20,21.5631,0.7188,30,0.0,0.0,98.3,7.5,4175
senior_solo_culture,Porto,4,toptw,40,19.5755,0.725,27,0.0,0.0,128.4,6.75,715
senior_solo_culture,Porto,4,toptw,60,20.2258,0.7223,28,0.0,0.0,95.1,7.0,491
